"year","state_abbr","state","population","violent_crime","homicide","rape_legacy","rape_revised","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","caveats"
1999,"CT","Connecticut",3282031,11342,107,654,NA,4054,6527,99894,19298,69299,11297,NA
1999,"DC","District of Columbia",519000,8448,241,248,NA,3344,4615,33420,5067,21701,6652,"District of Columbia data include reports from the Zoological Police"
1999,"DE","Delaware",753538,5534,24,529,NA,1492,3489,30922,5245,22634,3043,NA
1999,"FL","Florida",15111244,129044,859,6990,NA,31969,89226,808674,181378,534105,93191,NA
1999,"GA","Georgia",7788240,41585,583,2319,NA,12962,25721,359383,71429,247834,40120,NA
1999,"HI","Hawaii",1185497,2785,44,354,NA,1044,1343,54539,9421,40458,4660,NA
1999,"IA","Iowa",2869413,8034,43,780,NA,1051,6160,84463,17012,62316,5135,NA
1999,"ID","Idaho",1251700,3066,25,417,NA,223,2401,36363,7641,26824,1898,NA
1999,"IL","Illinois",12128370,83621,939,4297,NA,26365,52020,463939,86317,320954,56668,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
1999,"IN","Indiana",5942901,22261,391,1607,NA,6496,13767,201547,42463,138794,20290,NA
1999,"KS","Kansas",2654052,10159,160,1065,NA,2047,6887,107644,21874,79722,6048,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kansas, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kansas is located."
1999,"KY","Kentucky",3960825,12212,203,1148,NA,3104,7757,104768,25180,70719,8869,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Kentucky, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Kentucky is located."
1999,"LA","Louisiana",4372035,32033,468,1448,NA,7591,22526,219219,47775,149749,21695,NA
1999,"MA","Massachusetts",6175169,34023,122,1663,NA,5931,26307,167437,32964,108845,25628,NA
1999,"MD","Maryland",5171634,38447,465,1551,NA,13636,22795,215973,43230,147296,25447,NA
1999,"ME","Maine",1253040,1404,25,239,NA,243,897,34618,7532,25392,1694,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The Maine Department of Public Safety forwarded monthly January through October crime counts for each law enforcement contributor; since 12 months of data were not received, the national Program estimated for the missing data following standard estimation procedures to arrive at a 1999 state total."
1999,"MI","Michigan",9863775,56709,695,4849,NA,14103,37062,369887,76736,236351,56800,NA
1999,"MN","Minnesota",4775508,13085,134,2038,NA,3917,6996,158717,27706,117736,13275,NA
1999,"MO","Missouri",5468338,27353,359,1439,NA,7149,18406,223010,42476,157550,22984,NA
1999,"MS","Mississippi",2768619,9671,213,1156,NA,3091,5211,108560,29109,65919,13532,NA
1999,"MT","Montana",882779,2090,22,293,NA,239,1536,29103,3876,23353,1874,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  To arrive at the 1999 estimate for Montana, the 1998 state total supplied by the state UCR Program was updated using 1999 crime trends for the division in which Montana is located."
1999,"NC","North Carolina",7650789,41474,552,2155,NA,12087,26680,354497,98457,230463,25577,NA
1999,"ND","North Dakota",633666,424,10,142,NA,56,216,14748,2337,11375,1036,NA
1999,"NE","Nebraska",1666028,7167,60,414,NA,1264,5429,61277,10158,45679,5440,"The state UCR Program was unable to provide complete 1999 offense figures in accordance with UCR guidelines.  The state total for New Hampshire was estimated by using the 1998 figures for the 1999 nonreporting areas and applying the 2-year percent change for the New England Division."
1999,"NH","New Hampshire",1201134,1159,18,345,NA,257,539,26247,3698,21195,1354,NA
1999,"NJ","New Jersey",8143412,33540,287,1409,NA,14243,17601,243333,46998,160978,35357,NA
1999,"NM","New Mexico",1739844,14520,170,944,NA,2579,10827,89220,21481,59613,8126,NA
1999,"NV","Nevada",1809253,10311,165,943,NA,4209,4994,73874,17613,43167,13094,NA
1999,"NY","New York",18196601,107147,903,3563,NA,43821,58860,489596,93217,338118,58261,NA
1999,"OH","Ohio",11256654,35616,397,4129,NA,14405,16685,414264,87023,288049,39192,NA
1999,"OK","Oklahoma",3358044,17066,231,1375,NA,2785,12675,140220,34472,93616,12132,NA
1999,"OR","Oregon",3316154,12432,88,1219,NA,2858,8267,153434,26749,113052,13633,NA
1999,"PA","Pennsylvania",11994016,50431,592,3279,NA,18670,27890,323021,56037,227750,39234,NA
1999,"RI","Rhode Island",990819,2840,36,391,NA,788,1625,32657,6341,22284,4032,NA
1999,"SC","South Carolina",3885736,32920,258,1587,NA,5760,25315,173987,39630,119912,14445,NA
1999,"SD","South Dakota",733133,1227,18,336,NA,103,770,18159,3255,14043,861,NA
1999,"TN","Tennessee",5483535,38111,391,2415,NA,8598,26707,219302,51362,142685,25255,NA
1999,"TX","Texas",20044141,112306,1217,7614,NA,29405,74070,896261,190362,613862,92037,NA
1999,"UT","Utah",2129836,5869,44,806,NA,1158,3861,100130,14592,78156,7382,NA
1999,"VA","Virginia",6872912,21626,392,1720,NA,6947,12567,210260,32411,159896,17953,NA
1999,"VT","Vermont",593740,676,17,136,NA,65,458,16059,3537,11610,912,NA
1999,"WA","Washington",5756361,21716,171,2711,NA,5808,13026,280793,54652,192334,33807,NA
1999,"WI","Wisconsin",5250446,12908,179,1055,NA,4449,7225,160154,25633,120702,13819,NA
1999,"WV","West Virginia",1806928,6336,79,337,NA,661,5259,42825,10303,28760,3762,NA
1999,"WY","Wyoming",479602,1115,11,137,NA,74,893,15468,2349,12523,596,NA
2000,"USA","United States",281421906,1425486,15586,90178,NA,408016,911706,10182584,2050992,6971590,1160002,NA
2000,"AK","Alaska",626932,3554,27,497,NA,490,2540,23087,3899,16838,2350,NA
2000,"AL","Alabama",4447100,21620,329,1482,NA,5702,14107,180539,40331,127399,12809,NA
2000,"AR","Arkansas",2673400,11904,168,848,NA,2001,8887,98115,21443,69740,6932,NA
2000,"AZ","Arizona",5130632,27281,359,1577,NA,7504,17841,271811,51902,176705,43204,NA
2000,"CA","California",33871648,210531,2079,9785,NA,60249,138418,1056183,222293,651855,182035,NA
2000,"CO","Colorado",4301261,14367,134,1774,NA,3034,9425,156937,27133,112843,16961,NA
2000,"CT","Connecticut",3405565,11058,98,678,NA,3832,6450,99033,17436,68498,13099,NA
2000,"DC","District of Columbia",572059,8626,239,251,NA,3554,4582,33000,4745,21655,6600,"District of Columbia data include reports from the Zoological Police"
2000,"DE","Delaware",783600,5363,25,424,NA,1394,3520,29727,5216,21360,3151,NA
2000,"FL","Florida",15982378,129777,903,7057,NA,31809,90008,780377,172898,518298,89181,NA
2000,"GA","Georgia",8186453,41319,651,1968,NA,13250,25450,347630,68488,240440,38702,NA
2000,"HI","Hawaii",1211537,2954,35,346,NA,1123,1450,60033,10665,43254,6114,NA
2000,"IA","Iowa",2926324,7796,46,676,NA,1071,6003,86834,16342,65118,5374,NA
2000,"ID","Idaho",1293953,3267,16,384,NA,223,2644,37961,7330,28545,2086,NA
2000,"IL","Illinois",12419293,81196,898,3926,NA,25641,50731,445278,81850,313161,50267,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
2000,"IN","Indiana",6080485,21230,352,1759,NA,6282,12837,206905,41108,144707,21090,NA
2000,"KS","Kansas",2688418,10470,169,1022,NA,2048,7231,108057,21484,80077,6496,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kansas, the 1999 state estimate was updated using 2000 crime trends for the West North Central Division."
2000,"KY","Kentucky",4041769,11903,193,1091,NA,3256,7363,107723,25308,73141,9274,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kentucky, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Kentucky is located."
2000,"LA","Louisiana",4468976,30440,560,1497,NA,7532,20851,211904,46289,144345,21270,NA
2000,"MA","Massachusetts",6349097,30230,125,1696,NA,5815,22594,161901,30600,105425,25876,NA
2000,"MD","Maryland",5296486,41663,430,1543,NA,13560,26130,213422,39426,145423,28573,NA
2000,"ME","Maine",1274923,1397,15,320,NA,247,815,32003,6775,23906,1322,NA
2000,"MI","Michigan",9938444,55159,669,5025,NA,13712,35753,353297,69790,227783,55724,NA
2000,"MN","Minnesota",4919479,13813,151,2240,NA,3713,7709,157798,26116,118250,13432,NA
2000,"MO","Missouri",5595211,27419,347,1351,NA,7598,18123,225919,41685,159539,24695,NA
2000,"MS","Mississippi",2844658,10267,255,1019,NA,2703,6290,103644,26918,69758,6968,NA
2000,"MT","Montana",902195,2807,20,308,NA,203,2276,32198,3624,26678,1896,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Montana, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Montana is located."
2000,"NC","North Carolina",8049313,40051,560,2181,NA,12595,24715,355921,97888,232767,25266,NA
2000,"ND","North Dakota",642200,523,4,169,NA,56,294,14171,2093,11092,986,NA
2000,"NE","Nebraska",1711263,5606,63,436,NA,1147,3960,64479,10131,49118,5230,NA
2000,"NH","New Hampshire",1235786,2167,22,522,NA,453,1170,27901,4992,20761,2148,NA
2000,"NJ","New Jersey",8414350,32298,289,1357,NA,13553,17099,233637,43924,155562,34151,NA
2000,"NM","New Mexico",1819046,13786,135,922,NA,2499,10230,86605,21339,57925,7341,NA
2000,"NV","Nevada",1998257,10474,129,860,NA,4543,4942,74823,17526,44125,13172,NA
2000,"NY","New York",18976457,105111,952,3530,NA,40539,60090,483078,87946,340901,54231,NA
2000,"OH","Ohio",11353140,37935,418,4271,NA,15610,17636,420939,88636,293277,39026,NA
2000,"OK","Oklahoma",3450654,17177,182,1422,NA,2615,12958,140125,31661,96116,12348,NA
2000,"OR","Oregon",3421399,12000,70,1286,NA,2888,7756,153780,25618,114230,13932,NA
2000,"PA","Pennsylvania",12281054,51584,602,3247,NA,18155,29580,316274,54080,225869,36325,NA
2000,"RI","Rhode Island",1048319,3121,45,412,NA,922,1742,33323,6620,22038,4665,NA
2000,"SC","South Carolina",4012012,33225,291,1660,NA,6220,25054,181290,40319,125385,15586,NA
2000,"SD","South Dakota",754844,1259,7,305,NA,131,816,16252,2896,12558,798,NA
2000,"TN","Tennessee",5689283,40233,410,2186,NA,9465,28172,237985,56344,154111,27530,NA
2000,"TX","Texas",20851820,113653,1238,7856,NA,30257,74302,919658,188975,637522,93161,NA
2000,"UT","Utah",2233169,5711,43,863,NA,1242,3563,94247,14348,73438,6461,NA
2000,"VA","Virginia",7078515,19943,401,1616,NA,6295,11631,194405,30434,146158,17813,NA
2000,"VT","Vermont",608827,691,9,140,NA,117,425,17494,3501,13184,809,NA
2000,"WA","Washington",5894121,21788,196,2737,NA,5812,13043,279144,53476,190650,35018,NA
2000,"WI","Wisconsin",5363675,12700,169,1165,NA,4537,6829,159424,25183,119605,14636,NA
2000,"WV","West Virginia",1808344,5723,46,331,NA,749,4597,41344,9890,28139,3315,NA
2000,"WY","Wyoming",493782,1316,12,160,NA,70,1074,14969,2078,12318,573,NA
2001,"USA","United States",285317559,1439480,16037,90863,NA,423557,909023,10437189,2116531,7092267,1228391,"The murder and nonnegligent homicides that occurred as a result of the events of September 11, 2001, are not included in this table."
2001,"AK","Alaska",633630,3735,39,501,NA,514,2681,23160,3847,16695,2618,NA
2001,"AL","Alabama",4468912,19582,379,1369,NA,5584,12250,173253,40642,119992,12619,NA
2001,"AR","Arkansas",2694698,12190,148,892,NA,2181,8969,99106,22196,69590,7320,NA
2001,"AZ","Arizona",5306966,28675,400,1518,NA,8868,17889,293874,54821,186850,52203,NA
2001,"CA","California",34600463,212867,2206,9960,NA,64614,136087,1134189,232273,697739,204177,NA
2001,"CO","Colorado",4430989,15492,158,1930,NA,3555,9849,170887,28533,121360,20994,NA
2001,"CT","Connecticut",3434602,11492,105,639,NA,4183,6565,95299,17159,65762,12378,NA
2001,"DC","District of Columbia",573822,9195,231,181,NA,3780,5003,35232,4949,22313,7970,"District of Columbia data include reports from the Zoological Police"
2001,"DE","Delaware",796599,4868,23,420,NA,1156,3269,27399,5144,19476,2779,NA
2001,"FL","Florida",16373330,130713,874,6641,NA,32867,90331,782517,176052,516548,89917,NA
2001,"GA","Georgia",8405677,41671,598,2180,NA,14402,24491,347872,71799,238484,37589,NA
2001,"HI","Hawaii",1227024,3117,32,409,NA,1142,1534,62830,11162,44925,6743,NA
2001,"IA","Iowa",2931967,7865,50,649,NA,1154,6012,88634,16885,66244,5505,NA
2001,"ID","Idaho",1320585,3211,30,425,NA,245,2511,38181,7507,28285,2389,NA
2001,"IL","Illinois",12520227,79270,982,4010,NA,24931,49347,434648,79158,306757,48733,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
2001,"IN","Indiana",6126743,22734,413,1716,NA,7171,13434,211548,42758,147291,21499,NA
2001,"KS","Kansas",2702125,10909,92,945,NA,2423,7449,105537,20514,77038,7985,NA
2001,"KY","Kentucky",4068816,10510,181,1051,NA,3269,6009,107356,26964,71448,8944,"The state UCR Program was unable to provide complete 2001 offense figures in accordance with UCR guidelines.  To arrive at the 2001 estimate for Kentucky, the 2000 state estimate was updated using 2001 crime trends reported for the East South Central Division."
2001,"LA","Louisiana",4470368,30678,501,1403,NA,7864,20910,207693,46451,139555,21687,NA
2001,"MA","Massachusetts",6401164,30585,143,1856,NA,6476,22110,167079,32430,106821,27828,NA
2001,"MD","Maryland",5386079,42088,446,1449,NA,13525,26668,219512,41553,145934,32025,NA
2001,"ME","Maine",1284470,1435,19,326,NA,264,826,33154,6898,24585,1671,NA
2001,"MI","Michigan",10006266,55424,672,5264,NA,12937,36551,352353,72038,226708,53607,NA
2001,"MN","Minnesota",4984535,13145,119,2236,NA,3758,7032,165046,25496,124519,15031,NA
2001,"MO","Missouri",5637309,30472,372,1383,NA,7771,20946,238411,42977,167420,28014,NA
2001,"MS","Mississippi",2859733,10006,282,1147,NA,3294,5283,109609,29821,70315,9473,NA
2001,"MT","Montana",905382,3187,34,188,NA,230,2735,30175,3670,24684,1821,NA
2001,"NC","North Carolina",8206105,40465,505,2083,NA,13304,24573,363777,101889,237241,24647,NA
2001,"ND","North Dakota",636550,505,7,164,NA,60,274,14834,2165,11583,1086,NA
2001,"NE","Nebraska",1720039,5214,43,431,NA,1128,3612,68963,9760,52713,6490,NA
2001,"NH","New Hampshire",1259359,2144,17,458,NA,445,1224,27089,4889,20060,2140,NA
2001,"NJ","New Jersey",8511116,33094,336,1278,NA,14110,17370,240551,46812,156031,37708,NA
2001,"NM","New Mexico",1830935,14288,99,850,NA,2695,10644,83095,19552,56406,7137,NA
2001,"NV","Nevada",2097722,12359,180,883,NA,4932,6364,77486,17711,45073,14702,NA
2001,"NY","New York",19084350,98022,960,3546,NA,36555,56961,458003,80400,329316,48287,NA
2001,"OH","Ohio",11389785,40023,452,4466,NA,17199,17906,435115,96910,295976,42229,NA
2001,"OK","Oklahoma",3469577,17726,185,1486,NA,2746,13309,141679,34573,94537,12569,NA
2001,"OR","Oregon",3473441,10650,84,1174,NA,2749,6643,164524,26648,123034,14842,NA
2001,"PA","Pennsylvania",12303104,50432,651,3467,NA,17500,28814,313408,54345,223350,35713,NA
2001,"RI","Rhode Island",1059659,3278,39,416,NA,986,1837,35742,6824,23875,5043,NA
2001,"SC","South Carolina",4062125,33114,330,1769,NA,5987,25028,186054,42611,126742,16701,NA
2001,"SD","South Dakota",758324,1171,7,351,NA,103,710,16473,3087,12571,815,NA
2001,"TN","Tennessee",5749398,42776,423,2196,NA,10219,29938,252992,59705,165015,28272,NA
2001,"TX","Texas",21370983,122155,1332,8169,NA,35348,77306,976654,204362,669625,102667,NA
2001,"UT","Utah",2278712,5314,67,896,NA,1197,3154,90993,13804,70676,6513,NA
2001,"VA","Virginia",7196750,20939,364,1770,NA,6860,11945,207506,31604,157060,18842,NA
2001,"VT","Vermont",612978,644,7,107,NA,107,423,16334,3150,12426,758,NA
2001,"WA","Washington",5993390,21258,179,2600,NA,5934,12545,287234,53024,195133,39077,NA
2001,"WI","Wisconsin",5405947,12486,192,1142,NA,4444,6708,166924,26927,125275,14722,NA
2001,"WV","West Virginia",1800975,5035,40,320,NA,707,3968,41085,9601,28268,3216,NA
2001,"WY","Wyoming",493754,1272,9,153,NA,84,1026,16120,2481,12943,696,NA
2002,"USA","United States",287973924,1423677,16229,95235,NA,420806,891407,10455277,2151252,7057379,1246646,NA
2002,"AK","Alaska",641482,3627,33,511,NA,489,2594,24118,3908,17739,2471,NA
2002,"AL","Alabama",4478896,19931,303,1664,NA,5962,12002,180400,42578,123932,13890,NA
2002,"AR","Arkansas",2706268,11501,142,754,NA,2524,8081,101171,23229,71129,6813,NA
2002,"AZ","Arizona",5441125,30171,387,1608,NA,8000,20176,318296,59087,201541,57668,NA
2002,"CA","California",35001986,208388,2395,10198,NA,64968,130827,1176484,238428,715692,222364,NA
2002,"CO","Colorado",4501051,15882,179,2066,NA,3579,10058,180054,31678,125193,23183,NA
2002,"CT","Connecticut",3458587,10807,84,740,NA,4069,5914,93426,17111,64735,11580,NA
